,Basis,HP,Momentum,Skewness,Basis-Mom
6/30/2016,0.016806511,0.021387578,0.006315881,0.025221292,-0.011627596
7/29/2016,0.010212057,0.027760994,0.039652349,0.001382945,0.017239049
8/31/2016,0.030006743,-0.00934324,0.000755572,0.001188935,0.000867973
9/30/2016,-0.049594126,0.017975375,0.012096922,-0.023033349,-0.02727336
10/31/2016,0.004134514,-0.030868491,-0.034156168,-0.005379233,-0.001773382
11/30/2016,0.047711095,0.025615009,-0.019248079,0.020983913,0.055804699
12/30/2016,-0.036453647,-0.023333812,-0.030836491,0.045765556,0.005273465
1/31/2017,-0.067888049,0.018476264,0.027242843,-0.04527365,0.059297406
2/28/2017,0.007716698,0.008263654,0.018815317,-0.022526741,0.033097094
3/31/2017,-0.007789432,-0.035164677,-0.019970381,-0.018113,-0.015579582
4/28/2017,0.045808718,0.036051733,0.00724543,0.016487763,0.027768226
5/31/2017,0.022890105,-0.012407381,-0.029655461,-0.003791847,0.063481937
6/30/2017,-0.024628308,0.02785048,-0.022785618,0.021700684,0.045704501
7/31/2017,-0.013883767,0.001339438,0.017946524,-0.001230116,0.019232858
8/31/2017,0.008086022,-0.015675531,0.028331391,-0.01701227,-0.01423687
9/29/2017,-0.028810473,-0.016953028,-0.007316636,0.011569591,-0.023168659
10/31/2017,0.006609996,0.037707809,0.022497613,0.002351763,0.056612227
11/30/2017,-0.01086239,-0.026588238,0.001053691,-0.014527139,-0.039429823
12/29/2017,-0.09093741,-0.03022915,0.025484325,-0.020429839,-0.089037977
1/31/2018,-0.006257514,0.005161091,0.003025721,0.017904261,-0.006938668
2/28/2018,-0.103435883,-0.016075971,-0.00507408,0.0396627,-0.036996083
3/30/2018,0.027585151,0.01126006,-0.019706124,-0.005791115,0.04412465
4/30/2018,0.033650276,0.027776949,-0.006963909,-0.006893395,0.032021783
5/31/2018,-0.002371819,-0.011209006,0.00948342,-0.000999517,0.003238422
6/29/2018,-0.021767912,0.010924935,0.013291588,0.002642494,0.015183101
7/31/2018,-0.014113976,-0.006875706,-0.009649798,0.006189647,0.017222261
8/31/2018,0.010880182,0.01824252,0.012979458,-0.014152438,0.028350532
9/28/2018,-0.018820807,-0.013511258,-0.001839577,-0.00596804,-0.003392392
10/31/2018,-0.042368525,-0.045837773,-0.032014836,0.000930724,-0.01811622
11/30/2018,-0.049287768,0.010641064,-0.014599011,-0.045248133,0.043318802
12/31/2018,0.119453848,-0.081978757,0.028258126,0.084705522,0.037680105
1/31/2019,0.100567312,-0.024604334,0.032788947,-0.019129243,0.079535595
2/28/2019,0.039851726,0.031592868,0.033913475,0.010923895,0.026747365
3/29/2019,-0.120789111,-0.027152766,-0.018664959,-0.0111227,0.020975358
4/30/2019,0.024496841,0.03961471,0.047489315,0.017885425,0.04260218
5/31/2019,-0.017480836,-0.033931084,-0.029300404,0.010726726,0.011882607
6/28/2019,0.034549021,0.001281531,0.00963128,-0.020302067,0.070437116
7/31/2019,0.004015751,-0.001366388,0.006654469,0.008385072,-0.007045048
8/30/2019,-0.012496961,0.015596832,0.017676552,0.001952362,-0.016775968
9/30/2019,-0.000367157,-0.019552287,-0.005178806,-0.000373979,-0.021569898
10/31/2019,0.023223753,0.017301592,0.020316581,0.013385379,0.008586732
11/29/2019,0.061918256,0.058989273,0.001368229,-0.008186766,0.079614558
12/31/2019,-0.011510824,0.019173854,0.002331686,-0.012571571,0.007012205
1/31/2020,0.031965634,0.029394042,0.04497083,0.003865122,-0.00880989
2/28/2020,-0.030447737,0.012288028,-0.015642957,-0.016149571,0.00296847
3/31/2020,0.13422737,0.058087961,-0.064521488,-0.018829254,0.075106276
4/30/2020,0.004413477,-0.010492181,0.026268622,-0.003572352,-0.049360217
5/29/2020,-0.046035728,-0.079936331,0.045552643,0.068243477,-0.075951313
6/30/2020,-0.076895648,-0.036909517,-0.013001887,0.065151983,-0.084048833
7/31/2020,-0.043245294,0.022089204,0.033513866,0.025009326,-0.028951675
8/31/2020,0.064001237,0.000813957,0.005357722,0.023492165,-0.046827505
9/30/2020,-0.064516042,-0.053647055,-0.025751967,0.022982167,0.047688877
10/30/2020,-0.067175352,0.002571359,-0.036814469,-0.028325553,0.002364046
11/30/2020,0.012853109,-0.052400388,0.00907467,0.053496537,-0.016823648
12/31/2020,0.010213105,0.032937158,0.031881886,0.035302292,-0.00801952
1/29/2021,0.073115496,0.011870492,-0.00406341,0.032089856,0.005553834
2/26/2021,0.027164117,-0.008086727,-0.011322012,0.049010429,0.007097916
3/31/2021,0.031859714,0.036549573,0.008877473,-0.011498018,0.054860581
4/30/2021,0.16000606,0.0848468,-0.007741397,0.057087865,0.09001991
5/31/2021,-0.008253299,-0.008977074,-0.00626582,-0.003551327,0.010769517
6/30/2021,-0.093819017,-0.130051326,-0.044668987,-0.043534678,-0.139181273
7/30/2021,-0.032752367,-0.021899029,-0.003498583,-0.025544558,-0.03890022
8/31/2021,0.002388362,-0.009641448,-0.01024947,-0.021145774,-0.00647692
9/30/2021,-0.010236501,0.040728243,-0.023820602,0.020642173,-0.040950516
10/29/2021,0.019235327,0.022096362,0.036419034,-0.013756892,0.001566605
11/30/2021,-0.078761715,-0.036547151,0.003829271,0.048400125,-0.062208045
12/31/2021,0.010825753,-0.037015013,0.013831636,0.04030822,-0.064321425
